trial,best_epoch,best_val_loss,best_val_acc,best_model_path,lr,dropout,weight_decay,conv_channels
trial01_lr0p001_dropout0p2_ch16-32,60,0.2631022821490963,0.9244791666666666,/srv/sysops/HIPPA/hanif/bruising_detection/models/cnn_seed73_gridsearch/trial01_lr0p001_dropout0p2_ch16-32_best_model.pt,0.001,0.2,0.0001,"(16, 32)"
