epoch,train_loss,train_acc,val_loss,val_acc
1,0.6055025531256453,0.698470744680851,0.6304719398419062,0.671875
2,0.5835576209616153,0.722406914893617,0.6288180649280548,0.6432291666666666
3,0.5629953291821987,0.7333776595744681,0.6553014616171519,0.6848958333333334
4,0.5507672479812135,0.7440159574468085,0.5996516471107801,0.7135416666666666
5,0.5197976035006503,0.7606382978723404,0.6552817896008492,0.7109375
6,0.4999721754104533,0.777593085106383,0.5716140220562617,0.7239583333333334
7,0.4824630408845049,0.7935505319148937,0.5843070323268572,0.7213541666666666
8,0.47019761642243,0.7988696808510638,0.6027953798572222,0.734375
9,0.46573097147840137,0.7972074468085106,0.541083554426829,0.7473958333333334
10,0.45307473093271255,0.7992021276595744,0.6140056153138479,0.7291666666666666
11,0.4528467040112678,0.8048537234042553,0.6009471714496613,0.734375
12,0.43611985365761086,0.8154920212765957,0.5896172399322192,0.7552083333333334
13,0.4229701497453324,0.8277925531914894,0.6112826218207678,0.7447916666666666
14,0.4206564296433266,0.819813829787234,0.6732985426982244,0.75
15,0.41302405456279184,0.8271276595744681,0.5236357127626737,0.7552083333333334
16,0.401782622838274,0.8357712765957447,0.5172055065631866,0.7578125
17,0.41002177399523715,0.8301196808510638,0.5212181384364764,0.7838541666666666
18,0.4010823961902172,0.8374335106382979,0.4892316783467929,0.7838541666666666
19,0.3949877326475813,0.839095744680851,0.5069145709276199,0.7942708333333334
20,0.3914323891413973,0.8404255319148937,0.5199110992252827,0.7942708333333334
21,0.3829919290035329,0.8434175531914894,0.5087702249487241,0.7578125
22,0.3734546620795067,0.8543882978723404,0.4791193592051665,0.7838541666666666
23,0.37525737063681824,0.8480718085106383,0.5195099649329981,0.8046875
24,0.35638429795173887,0.8600398936170213,0.5070656985044479,0.8046875
25,0.36588087424318844,0.8563829787234043,0.5007235643764337,0.7890625
26,0.3685088512745309,0.8600398936170213,0.5307330427070459,0.796875
27,0.3532473974405451,0.8683510638297872,0.46069370831052464,0.8098958333333334
28,0.36400640692482605,0.855718085106383,0.4999624155461788,0.7864583333333334
29,0.35686369620739145,0.864029255319149,0.4693631169696649,0.7994791666666666
30,0.33538079087404493,0.8683510638297872,0.4545895829796791,0.8125
31,0.33962349561934774,0.864029255319149,0.4973006968696912,0.8046875
32,0.3350784553492323,0.8756648936170213,0.4928933245440324,0.8125
33,0.3321468115169951,0.875,0.49311522766947746,0.7916666666666666
34,0.33334371701199955,0.8700132978723404,0.5169262532144785,0.796875
35,0.3288312032818794,0.8746675531914894,0.47039354344209033,0.7942708333333334
36,0.3257312937936884,0.8756648936170213,0.5159798413515091,0.8177083333333334
37,0.31531786229065123,0.8826462765957447,0.45278920233249664,0.8046875
38,0.34354594159633556,0.8736702127659575,0.45461611573894817,0.828125
39,0.3216981241043578,0.8809840425531915,0.49523886168996495,0.8229166666666666
40,0.3253894843002583,0.878656914893617,0.4984237886965275,0.8177083333333334
41,0.3066084551367354,0.8849734042553191,0.4578987763573726,0.78125
42,0.33115769558130426,0.879654255319149,0.48115896061062813,0.7994791666666666
43,0.32126489218245163,0.8793218085106383,0.42705165470639866,0.8229166666666666
44,0.3253418593964678,0.8779920212765957,0.446013451864322,0.8072916666666666
45,0.3285000977363992,0.882313829787234,0.46361031507452327,0.8020833333333334
46,0.3070009225543509,0.8789893617021277,0.48597410942117375,0.8307291666666666
47,0.31830627907146797,0.879654255319149,0.4812874359389146,0.8046875
48,0.3197322296018296,0.8836436170212766,0.4753597391148408,0.8333333333333334
49,0.30084240626781544,0.886968085106383,0.4760090770820777,0.796875
50,0.31586329306059696,0.8876329787234043,0.5405852949867646,0.8229166666666666
51,0.31282835374487206,0.8846409574468085,0.41993722257514793,0.8151041666666666
52,0.2958715056326795,0.8902925531914894,0.44686177372932434,0.828125
53,0.2948382964476626,0.886968085106383,0.5194769091904163,0.8072916666666666
54,0.3128625654635277,0.8839760638297872,0.4871334334214528,0.8125
55,0.2956861181462065,0.8962765957446809,0.47057912560800713,0.8411458333333334
56,0.29409048183167236,0.890625,0.462318716570735,0.8177083333333334
57,0.29236989095807076,0.8936170212765957,0.47367527708411217,0.8333333333333334
58,0.30218941298253993,0.8899601063829787,0.473982248455286,0.8255208333333334
59,0.30318211732392614,0.890625,0.6143645433088144,0.7994791666666666
60,0.2896715112506075,0.8916223404255319,0.4288918003439903,0.8385416666666666
